id,host_id,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,neighbourhood_area,neighbourhood_pop,pop_density
772195193586734462,139504671,57.0,0,2.0,1,1,3,3,2,2,0.5,1.0,1320.4675313807531,5,12,0,0,4.818525443935496,0,0.7332381191537447,9.432832,57153,6058.94391
993508926988263521,540024469,100.0,0,1.0,1,0,7,1,1,2,1.0,1.0,860.0,2,20,25,9,4.67,0,3.33,9.784081,63068,6445.980977
973046361084511805,413314931,57.0,0,1.0,1,1,6,1,1,3,1.0,1.0,1000.0,2,60,107,7,4.86,0,3.75,19.370227,88306,4558.852098
52551491,36416123,48.0,0,1.0,1,1,1,2,1,2,1.0,1.0,1200.0,2,7,178,16,5.0,0,0.59,8.371719,81143,9692.513569
723099448414722172,5049349,79.0,1,3.0,1,1,1,2,1,5,1.0,3.0,1400.0,2,30,118,16,4.94,0,1.21,8.371719,81143,9692.513569
875277330195342299,264510054,99.0,0,1.0,1,1,3,1,1,3,1.0,1.0,1100.0,2,1125,0,23,4.71,1,3.81,9.432832,57153,6058.94391
912854361991142365,6819333,67.0,0,4.0,1,1,2,1,1,3,1.0,1.0,1000.0,5,365,0,2,5.0,0,0.37,4.104694,79318,19323.730344
1012870424135169488,138410278,71.0,0,2.0,1,1,5,1,1,3,1.0,1.0,1440.0,5,365,264,0,4.818525443935496,1,0.7332381191537447,8.7,105360,12110.344828
967867948236847699,522585004,87.0,0,1.0,1,1,10,4,1,4,2.0,3.0,1850.0,5,1125,226,10,5.0,0,2.65,6.698505,40776,6087.328441
935993660634313805,161889522,91.0,0,1.0,1,1,1,1,1,2,1.0,1.0,900.0,2,7,0,10,4.91,0,2.11,8.371719,81143,9692.513569
29277460,39094324,85.0,0,4.0,1,1,4,1,1,4,1.0,2.0,1200.0,5,50,0,16,5.0,0,0.27,9.860777,81326,8247.423099
30406008,3732971,100.0,0,1.0,1,1,2,1,1,4,1.0,3.0,815.0,3,3,0,9,5.0,0,0.16,4.104694,79318,19323.730344
2971045,15159669,21.0,0,3.0,1,1,1,2,1,5,2.0,3.0,2050.0,3,4,336,10,5.0,0,0.5,8.371719,81143,9692.513569
770889046833784166,2809280,100.0,0,1.0,1,1,4,1,1,2,1.0,1.0,1320.4675313807531,5,365,0,3,5.0,0,0.33,9.860777,81326,8247.423099
24300261,7111269,100.0,0,3.0,1,1,3,1,1,3,1.0,2.0,1292.0,1,1125,1,45,4.84,0,0.65,9.432832,57153,6058.94391
1041237361152883685,475332010,46.0,0,4.0,1,1,4,3,2,2,1.0,1.0,589.0,1,365,79,0,4.818525443935496,0,0.7332381191537447,9.860777,81326,8247.423099
35346876,252620371,71.55430761099366,0,1.0,1,1,1,1,1,4,1.0,4.0,1320.4675313807531,4,1125,0,11,4.36,0,0.2,8.371719,81143,9692.513569
35962274,255709433,71.55430761099366,0,1.0,1,1,1,3,2,2,0.5,2.0,1320.4675313807531,3,6,0,3,5.0,0,0.06,8.371719,81143,9692.513569
26588627,125738523,100.0,1,1.0,1,0,4,1,1,4,1.0,2.0,1271.0,5,365,0,80,4.88,0,1.22,9.860777,81326,8247.423099
691081348944843834,474469512,75.0,0,1.0,1,1,5,2,1,4,1.5,4.0,1800.0,5,9,199,4,5.0,0,0.33,8.7,105360,12110.344828
52196102,6438334,90.0,1,2.0,1,1,7,1,1,2,1.0,1.0,900.0,3,62,15,26,4.88,0,0.94,9.784081,63068,6445.980977
44384571,24859665,0.0,0,1.0,1,1,5,1,1,4,1.0,3.0,950.0,5,1125,22,3,5.0,0,0.07,8.7,105360,12110.344828
674225569327908215,57662402,26.0,0,4.0,1,1,2,2,1,2,1.0,1.0,879.0,3,7,356,17,5.0,0,1.0,4.104694,79318,19323.730344
25543045,25492912,50.0,0,1.0,1,1,4,1,1,3,1.0,1.0,1000.0,3,365,22,1,5.0,0,0.34,9.860777,81326,8247.423099
696113804029794141,29365402,44.0,0,3.0,1,1,2,2,1,2,1.0,1.0,889.0,4,7,334,8,5.0,0,0.53,4.104694,79318,19323.730344
37347614,19769286,93.0,0,1.0,1,1,7,2,1,2,1.0,2.0,500.0,6,30,112,16,4.5,0,0.3,9.784081,63068,6445.980977
829537466014428395,6851773,67.0,1,1.0,1,1,1,1,1,2,1.0,1.0,1300.0,3,365,320,12,5.0,0,1.46,8.371719,81143,9692.513569
42507675,310500664,71.55430761099366,0,1.0,1,1,6,1,1,3,1.0,1.0,1320.4675313807531,2,7,0,1,5.0,0,0.02,19.370227,88306,4558.852098
929461406447077895,177341694,100.0,0,2.0,1,1,1,1,1,4,1.0,1.0,1320.4675313807531,1,365,0,2,5.0,1,0.45,8.371719,81143,9692.513569
2627439,13455909,100.0,0,1.0,1,0,2,2,1,1,1.0,1.0,1320.4675313807531,5,60,0,13,5.0,0,0.24,4.104694,79318,19323.730344
13010594,6878008,100.0,1,3.0,1,1,2,1,1,3,1.0,1.0,1320.4675313807531,2,10,0,25,4.84,0,0.27,4.104694,79318,19323.730344
912259711456681517,15705920,100.0,0,1.0,1,1,3,1,1,2,1.0,1.0,1320.4675313807531,3,365,0,1,4.0,0,0.18,9.432832,57153,6058.94391
3394494,1386103,71.55430761099366,0,8.0,1,0,6,3,2,1,0.5,1.0,828.0,1,30,0,0,4.818525443935496,0,0.7332381191537447,19.370227,88306,4558.852098
13267874,56382799,42.0,0,1.0,1,1,2,1,1,4,1.0,4.0,1320.4675313807531,5,1125,0,32,4.56,0,0.35,4.104694,79318,19323.730344
635815345234099803,60878765,23.0,0,2.0,1,1,2,2,1,2,1.0,1.0,1320.4675313807531,8,1125,0,7,4.86,0,0.39,4.104694,79318,19323.730344
19013686,132657174,71.55430761099366,0,1.0,1,0,5,1,1,6,1.0,4.0,1320.4675313807531,2,1125,0,35,4.77,1,0.44,8.7,105360,12110.344828
13249838,4551666,71.55430761099366,0,1.0,1,1,2,1,1,2,1.0,1.0,1320.4675313807531,2,1125,0,57,4.81,0,0.63,4.104694,79318,19323.730344
661416286183847382,60937970,100.0,0,2.0,1,1,7,2,1,4,1.0,2.0,1320.4675313807531,3,1125,0,5,4.6,0,0.4,9.784081,63068,6445.980977
731170897620228971,6709781,71.55430761099366,0,3.0,1,1,2,2,1,4,1.0,2.0,1320.4675313807531,7,365,0,0,4.818525443935496,0,0.7332381191537447,4.104694,79318,19323.730344
22613545,128331994,71.55430761099366,0,1.0,1,1,3,1,1,2,1.0,1.0,1320.4675313807531,4,1125,0,0,4.818525443935496,0,0.7332381191537447,9.432832,57153,6058.94391
27026956,5224783,30.0,0,1.0,1,1,10,4,1,8,1.0,4.0,1500.0,7,21,173,10,5.0,0,0.18,6.698505,40776,6087.328441
28075676,117811599,100.0,0,4.0,1,1,1,1,1,2,1.0,1.0,1320.4675313807531,2,1125,0,40,4.95,0,0.62,8.371719,81143,9692.513569
23775904,61346041,71.55430761099366,0,1.0,1,1,2,1,1,6,1.0,3.0,1320.4675313807531,4,20,0,6,4.83,1,0.09,4.104694,79318,19323.730344
27648321,83576835,71.55430761099366,0,3.0,1,0,6,1,1,5,1.0,5.0,1320.4675313807531,2,1125,0,3,5.0,0,0.05,19.370227,88306,4558.852098
31193578,7815447,100.0,0,1.0,1,1,5,1,1,5,1.0,3.0,1320.4675313807531,5,1125,0,27,4.96,0,0.5,8.7,105360,12110.344828
28628664,10998729,71.55430761099366,0,2.0,1,1,6,4,1,7,2.0,4.0,1320.4675313807531,15,21,0,0,4.818525443935496,0,0.7332381191537447,19.370227,88306,4558.852098
28625685,216020550,71.55430761099366,0,1.0,1,1,9,1,1,2,1.0,1.0,1320.4675313807531,14,1125,0,1,5.0,1,0.02,9.233781,65933,7140.411929
32776178,8630397,71.55430761099366,0,2.0,1,1,8,1,1,3,1.0,2.0,1320.4675313807531,5,1125,0,3,5.0,0,0.05,6.832786,55044,8055.864767
31494752,16618666,71.55430761099366,0,3.0,1,1,2,1,1,2,1.0,1.0,1320.4675313807531,2,20,0,25,4.92,0,0.42,4.104694,79318,19323.730344
33113979,36961485,71.55430761099366,0,1.0,1,1,5,1,1,6,1.0,5.0,1010.0,2,14,0,1,5.0,0,0.02,8.7,105360,12110.344828
31503384,20203925,100.0,0,1.0,1,1,2,1,1,2,1.0,1.0,1320.4675313807531,2,1125,0,26,4.85,1,0.44,4.104694,79318,19323.730344
776743020807924261,193616479,100.0,0,2.0,1,1,1,1,1,2,1.0,1.0,1320.4675313807531,3,1125,0,6,5.0,0,0.54,8.371719,81143,9692.513569
33154016,241849257,100.0,1,1.0,1,1,4,1,1,2,1.0,1.0,1320.4675313807531,2,90,0,25,4.68,1,0.43,9.860777,81326,8247.423099
759350950141918586,515613,71.55430761099366,0,1.0,1,1,4,2,1,2,1.0,1.0,1320.4675313807531,3,30,0,0,4.818525443935496,0,0.7332381191537447,9.860777,81326,8247.423099
27588337,124412815,100.0,0,1.0,1,1,8,1,1,2,1.0,1.0,1320.4675313807531,4,1125,0,4,5.0,0,0.06,6.832786,55044,8055.864767
36063539,5773636,100.0,0,6.0,1,1,1,1,1,2,1.0,1.0,1320.4675313807531,3,1125,0,11,4.36,0,0.2,8.371719,81143,9692.513569
19359275,31955949,100.0,0,1.0,1,1,2,1,1,4,1.0,3.0,1320.4675313807531,3,300,0,11,4.91,0,0.15,4.104694,79318,19323.730344
777423429760168684,65466446,100.0,0,1.0,1,1,2,1,1,4,1.0,2.0,1320.4675313807531,2,17,0,5,4.6,0,0.45,4.104694,79318,19323.730344
6621330,13969971,80.0,1,1.0,1,1,6,3,2,1,0.5,1.0,525.0,2,3,0,153,4.83,0,1.47,19.370227,88306,4558.852098
896148285815372141,36360364,88.0,0,5.0,1,1,5,1,1,5,1.0,3.0,1500.0,1,365,363,4,5.0,0,0.81,8.7,105360,12110.344828
42183235,26240168,100.0,0,2.0,1,1,6,4,1,7,2.0,4.0,1795.0,7,14,81,1,4.0,0,0.02,19.370227,88306,4558.852098
982617342209325050,2706204,56.0,0,1.0,1,1,2,1,1,4,1.0,2.0,1250.0,2,8,0,5,5.0,0,1.65,4.104694,79318,19323.730344
607678105257695847,437675172,99.0,0,13.0,1,1,3,1,1,7,1.0,3.0,1055.0,2,999,0,110,4.76,0,5.43,9.432832,57153,6058.94391
947860381545538226,529058965,100.0,0,1.0,1,1,3,1,1,2,1.0,2.0,1795.0,3,365,0,11,5.0,0,2.29,9.432832,57153,6058.94391
18317736,127818,96.0,1,2.0,1,1,3,1,1,2,1.0,1.0,971.0,3,1125,89,84,4.81,0,1.04,9.432832,57153,6058.94391
27042010,94075931,100.0,0,1.0,1,1,2,2,1,5,1.0,4.0,1000.0,100,365,90,3,4.67,1,0.17,4.104694,79318,19323.730344
7849626,41363382,100.0,1,3.0,1,1,1,1,1,5,1.0,5.0,1500.0,3,14,151,85,4.92,1,0.85,8.371719,81143,9692.513569
29414278,29026070,100.0,0,1.0,1,1,6,1,1,6,1.0,5.0,1320.4675313807531,3,1125,0,26,4.92,0,0.42,19.370227,88306,4558.852098
27166308,82870297,67.0,0,4.0,1,1,2,2,1,7,2.0,3.0,1378.0,3,1125,0,7,5.0,0,0.23,4.104694,79318,19323.730344
31259649,40197670,75.0,0,1.0,1,1,1,1,1,4,1.0,1.0,1320.4675313807531,2,5,0,7,4.86,0,0.13,8.371719,81143,9692.513569
33581896,253043818,71.55430761099366,0,1.0,1,0,3,1,1,2,1.0,1.0,1320.4675313807531,3,30,0,18,4.94,1,0.31,9.432832,57153,6058.94391
34060152,10619767,71.55430761099366,0,1.0,1,1,5,1,1,2,1.0,1.0,1320.4675313807531,4,21,0,12,4.92,0,0.21,8.7,105360,12110.344828
25024544,105814981,71.55430761099366,0,2.0,1,1,5,1,1,4,1.0,4.0,1320.4675313807531,3,30,0,15,4.73,0,0.22,8.7,105360,12110.344828
780303439224800900,240726476,100.0,0,1.0,1,1,1,3,2,2,0.5,1.0,1320.4675313807531,1,10,0,17,4.88,0,1.39,8.371719,81143,9692.513569
778941973730376332,361619254,85.0,1,1.0,1,1,2,1,1,2,1.0,1.0,1320.4675313807531,1,14,0,14,4.93,0,1.35,4.104694,79318,19323.730344
30127028,105291907,71.55430761099366,0,1.0,1,0,3,2,1,5,1.5,6.0,1320.4675313807531,3,21,0,1,5.0,0,0.06,9.432832,57153,6058.94391
833034287285174971,10031772,72.0,0,2.0,1,1,10,2,1,3,1.0,2.0,1000.0,3,6,18,8,4.88,0,0.85,6.698505,40776,6087.328441
919613195329293559,494320140,24.0,0,1.0,1,1,3,3,2,2,1.0,1.0,800.0,1,365,265,1,5.0,0,0.24,9.432832,57153,6058.94391
2123545,6092845,100.0,0,1.0,1,1,3,1,1,3,1.0,1.0,1200.0,3,1125,0,34,4.71,0,0.29,9.432832,57153,6058.94391
33488634,125473333,100.0,0,1.0,1,1,1,1,1,4,1.0,1.0,1320.4675313807531,2,30,0,7,5.0,1,0.13,8.371719,81143,9692.513569
23885084,38414016,47.0,1,3.0,1,1,2,3,2,1,0.5,1.0,1320.4675313807531,30,180,0,10,4.7,0,0.14,4.104694,79318,19323.730344
794025382690541681,230375345,50.0,0,1.0,1,1,4,1,1,1,1.0,1.0,1320.4675313807531,1,365,0,8,4.88,0,0.69,9.860777,81326,8247.423099
625130796496250992,6723499,78.0,0,1.0,1,1,1,2,1,4,1.0,3.0,1100.0,4,365,146,2,5.0,0,0.11,8.371719,81143,9692.513569
913782012062877865,57275305,50.0,0,1.0,1,1,1,1,1,4,1.0,2.0,1150.0,4,14,209,3,4.0,0,0.59,8.371719,81143,9692.513569
26440202,17331027,71.55430761099366,0,1.0,1,1,5,1,1,2,1.0,1.0,1320.4675313807531,2,1125,0,14,5.0,0,0.21,8.7,105360,12110.344828
801411747192313862,6766347,100.0,0,1.0,1,1,2,1,1,2,1.0,1.0,1320.4675313807531,1,1125,0,13,4.77,1,1.15,4.104694,79318,19323.730344
43714052,68999237,71.55430761099366,0,1.0,1,1,2,1,1,5,1.0,3.0,1100.0,3,1125,0,12,4.33,0,0.28,4.104694,79318,19323.730344
13539330,77881407,50.0,0,1.0,1,1,6,2,1,4,1.0,4.0,1320.4675313807531,3,30,0,31,4.58,0,0.34,19.370227,88306,4558.852098
27780385,28238745,0.0,0,1.0,1,1,2,1,1,3,1.0,2.0,1320.4675313807531,5,1125,0,22,4.91,0,0.34,4.104694,79318,19323.730344
25699595,13398726,71.55430761099366,0,1.0,1,1,8,1,1,2,1.0,1.0,1320.4675313807531,4,10,0,11,4.91,0,0.17,6.832786,55044,8055.864767
722318039052939453,452509005,71.55430761099366,0,2.0,1,1,4,2,1,2,1.0,1.0,2000.0,2,365,0,5,4.8,0,0.34,9.860777,81326,8247.423099
14459964,31793595,100.0,0,2.0,1,1,1,2,1,2,1.0,1.0,1320.4675313807531,2,1125,0,12,4.42,0,0.16,8.371719,81143,9692.513569
28581995,21142330,71.55430761099366,0,1.0,1,1,3,1,1,5,2.0,3.0,1320.4675313807531,4,1125,0,4,5.0,1,0.07,9.432832,57153,6058.94391
752165973582246470,33667528,100.0,0,3.0,1,1,10,2,1,2,1.0,1.0,1320.4675313807531,3,30,0,31,4.74,0,2.21,6.698505,40776,6087.328441
29251652,220380107,71.55430761099366,0,2.0,1,1,3,1,1,8,2.0,4.0,1320.4675313807531,1,1125,0,16,5.0,0,0.25,9.432832,57153,6058.94391
35905816,217690,89.0,0,1.0,1,1,1,1,1,4,1.0,3.0,1320.4675313807531,2,1125,0,13,4.92,0,0.24,8.371719,81143,9692.513569
722909136415217977,480809261,61.0,0,2.0,1,1,4,1,1,2,1.0,1.0,1320.4675313807531,1,365,0,16,4.88,0,1.06,9.860777,81326,8247.423099
678165914479606574,117496795,100.0,0,2.0,1,1,1,2,1,4,1.0,2.0,1750.0,3,50,9,6,4.83,0,0.38,8.371719,81143,9692.513569
35874298,2738193,71.55430761099366,0,1.0,1,0,8,1,1,5,1.0,7.0,1320.4675313807531,4,1125,0,9,4.78,0,0.17,6.832786,55044,8055.864767
21743123,127235635,71.55430761099366,0,1.0,1,1,11,2,1,6,1.0,3.0,1320.4675313807531,1,730,0,7,4.86,0,0.36,8.738408,44457,5087.539973
965960794207130386,43565109,100.0,0,2.0,1,1,1,1,1,2,1.0,1.0,840.0,1,365,9,2,4.0,0,0.62,8.371719,81143,9692.513569
796936014759555919,32518535,100.0,0,3.0,1,1,9,4,1,5,1.0,4.0,1320.4675313807531,5,365,0,1,5.0,0,0.1,9.233781,65933,7140.411929
49993770,403184911,50.0,0,1.0,1,1,1,2,1,3,1.5,1.0,950.0,15,1125,154,22,5.0,0,0.73,8.371719,81143,9692.513569
28686914,73701450,89.0,0,2.0,1,1,4,1,1,2,1.0,1.0,870.0,6,60,164,22,5.0,0,0.4,9.860777,81326,8247.423099
42146821,10007727,100.0,0,1.0,1,1,2,1,1,2,1.0,1.0,1320.4675313807531,4,730,0,4,5.0,0,0.94,4.104694,79318,19323.730344
974303747047757272,535750359,100.0,0,2.0,1,1,1,1,1,3,1.0,2.0,1750.0,2,365,61,3,5.0,0,1.02,8.371719,81143,9692.513569
43653960,5765711,71.55430761099366,0,3.0,1,1,2,1,1,3,1.0,3.0,1320.4675313807531,3,1125,0,5,4.6,0,0.12,4.104694,79318,19323.730344
43598370,136059363,71.55430761099366,0,1.0,1,1,7,1,1,2,1.0,1.0,1320.4675313807531,4,30,0,31,4.61,1,0.72,9.784081,63068,6445.980977
855767522972722319,2895649,0.0,0,1.0,1,1,1,1,1,4,1.0,2.0,1320.4675313807531,14,30,0,0,4.818525443935496,0,0.7332381191537447,8.371719,81143,9692.513569
18221906,17729761,75.0,0,1.0,1,1,1,1,1,5,1.0,7.0,3595.0,2,1125,362,22,4.82,0,0.27,8.371719,81143,9692.513569
3243814,15673743,100.0,0,1.0,1,1,2,2,1,6,1.0,3.0,1320.4675313807531,5,21,0,17,4.76,1,0.19,4.104694,79318,19323.730344
15947246,27366019,71.55430761099366,0,1.0,1,1,5,1,1,2,1.0,1.0,745.0,4,25,0,28,4.75,0,0.35,8.7,105360,12110.344828
688182861154771971,35484598,71.0,1,1.0,1,0,10,1,1,2,1.0,1.0,549.0,4,1125,83,20,5.0,0,1.21,6.698505,40776,6087.328441
32417553,40489304,100.0,0,1.0,1,0,2,1,1,4,1.0,1.0,1320.4675313807531,5,35,0,20,5.0,0,0.34,4.104694,79318,19323.730344
905910989329885947,498588133,91.0,0,1.0,1,1,1,1,1,5,2.0,2.0,1894.0,3,20,328,4,5.0,0,0.65,8.371719,81143,9692.513569
767332481062849471,43482668,100.0,0,2.0,1,0,5,1,1,2,1.0,1.0,1100.0,1,365,143,10,5.0,0,1.21,8.7,105360,12110.344828
668762317675285930,258804285,100.0,0,1.0,1,1,9,2,1,2,1.0,1.0,1320.4675313807531,2,14,0,17,4.76,0,0.98,9.233781,65933,7140.411929
747102861852393304,15302902,91.0,1,1.0,1,1,1,2,1,4,1.0,2.0,1320.4675313807531,3,365,0,8,4.88,0,0.61,8.371719,81143,9692.513569
9407356,35357891,33.0,0,1.0,1,1,7,2,1,4,1.0,2.0,779.0,2,7,348,28,4.96,0,0.29,9.784081,63068,6445.980977
749910640974761906,485418113,99.0,0,20.0,1,1,6,2,1,6,2.0,4.0,2347.0,3,365,341,2,5.0,1,0.86,19.370227,88306,4558.852098
39345181,29585046,75.0,0,1.0,1,1,8,1,1,6,1.0,4.0,900.0,2,1125,36,20,4.95,0,0.4,6.832786,55044,8055.864767
815854931600296310,238924872,0.0,0,1.0,1,1,3,1,1,2,1.0,1.0,420.0,85,89,301,0,4.818525443935496,0,0.7332381191537447,9.432832,57153,6058.94391
882534928303585297,87430790,60.0,0,2.0,1,1,5,1,1,2,1.0,1.0,1900.0,2,60,365,2,5.0,0,0.3,8.7,105360,12110.344828
25441960,192045954,0.0,0,1.0,1,1,5,1,1,2,1.0,1.0,999.0,3,1125,145,28,4.82,0,0.41,8.7,105360,12110.344828
882492679896872860,10009173,67.0,0,3.0,1,1,4,1,1,2,1.0,1.0,1000.0,5,30,83,10,4.9,0,1.43,9.860777,81326,8247.423099
963686462007011409,406668914,80.0,0,1.0,1,1,7,1,1,2,1.0,1.0,1900.0,2,10,117,4,5.0,0,1.5,9.784081,63068,6445.980977
938408830119749628,526521492,67.0,0,1.0,1,0,5,1,1,2,1.0,1.0,1320.4675313807531,3,14,0,1,5.0,0,0.23,8.7,105360,12110.344828
1018721692396969826,62405478,33.0,0,1.0,1,1,1,1,1,2,1.0,1.0,939.0,3,14,30,0,4.818525443935496,0,0.7332381191537447,8.371719,81143,9692.513569
964348338860014394,521395743,71.55430761099366,0,1.0,1,1,1,1,1,2,1.0,1.0,2400.0,100,300,88,0,4.818525443935496,0,0.7332381191537447,8.371719,81143,9692.513569
927570273347652368,121007492,33.0,0,1.0,1,1,4,1,1,2,1.0,1.0,800.0,1,365,186,2,4.5,0,0.55,9.860777,81326,8247.423099
589006014594795287,52232225,71.55430761099366,1,2.0,1,1,10,1,1,4,1.0,3.0,1320.4675313807531,2,6,0,28,5.0,0,1.31,6.698505,40776,6087.328441
40471422,34633399,92.0,0,3.0,1,1,4,1,1,2,1.0,1.0,519.0,7,1125,6,0,4.818525443935496,0,0.7332381191537447,9.860777,81326,8247.423099
44398798,358300037,96.0,0,1.0,1,1,2,2,1,2,1.0,1.0,1320.4675313807531,3,200,0,16,4.88,0,1.21,4.104694,79318,19323.730344
596924785315648562,50641091,71.55430761099366,0,3.0,1,1,2,2,1,4,1.0,1.0,1320.4675313807531,2,20,0,5,3.8,0,0.25,4.104694,79318,19323.730344
45346727,67842555,71.55430761099366,0,1.0,1,1,6,1,1,7,1.0,3.0,1320.4675313807531,3,1125,0,0,4.818525443935496,0,0.7332381191537447,19.370227,88306,4558.852098
593538210606124644,371266510,100.0,0,1.0,1,1,3,2,1,4,1.0,2.0,1320.4675313807531,4,365,0,7,4.86,0,0.78,9.432832,57153,6058.94391
42580905,2555426,46.0,0,5.0,1,1,4,1,1,4,1.0,2.0,1193.0,7,7,178,4,5.0,0,0.11,9.860777,81326,8247.423099
10776865,55748786,71.55430761099366,0,1.0,1,1,5,1,1,6,2.0,3.0,943.0,30,120,0,0,4.818525443935496,0,0.7332381191537447,8.7,105360,12110.344828
6755560,2025318,100.0,1,1.0,1,1,10,1,1,2,1.0,1.0,1320.4675313807531,4,120,0,139,4.69,0,1.35,6.698505,40776,6087.328441
886011640665850330,504284504,80.0,0,2.0,1,1,2,1,1,4,1.0,3.0,1320.4675313807531,5,5,0,3,5.0,0,0.5,4.104694,79318,19323.730344
52479442,123013550,100.0,0,1.0,1,1,4,2,1,2,1.0,1.0,1086.0,3,365,5,8,5.0,0,0.39,9.860777,81326,8247.423099
17235471,61090749,90.0,0,1.0,1,1,8,1,1,3,1.0,1.0,1320.4675313807531,2,1125,0,45,4.67,0,0.57,6.832786,55044,8055.864767
24152871,62915007,100.0,0,2.0,1,1,2,1,1,4,1.0,2.0,1320.4675313807531,2,1125,0,27,4.85,1,0.39,4.104694,79318,19323.730344
889611589844317897,77299737,55.0,0,1.0,1,1,1,1,1,6,1.0,2.0,1320.4675313807531,2,7,0,3,5.0,0,0.56,8.371719,81143,9692.513569
26860250,128068992,71.55430761099366,0,2.0,1,0,7,1,1,2,1.0,1.0,1320.4675313807531,2,7,0,2,5.0,0,0.03,9.784081,63068,6445.980977
874798945032281073,9180618,38.0,0,6.0,1,1,1,1,1,2,1.0,1.0,1093.0,5,8,0,8,5.0,0,1.6,8.371719,81143,9692.513569
25415171,171244320,100.0,0,1.0,1,1,2,2,1,4,1.0,4.0,1450.0,7,21,145,3,5.0,0,0.17,4.104694,79318,19323.730344
26743414,187610263,98.0,0,595.0,1,1,3,1,1,2,1.0,1.0,686.0,1,1125,0,9,3.89,0,0.15,9.432832,57153,6058.94391
755505042836482739,182233780,100.0,1,1.0,1,1,2,2,1,2,1.0,1.0,1320.4675313807531,5,14,0,10,4.9,0,0.77,4.104694,79318,19323.730344
30771615,133585679,50.0,0,1.0,1,1,3,1,1,2,1.0,1.0,1320.4675313807531,10,35,0,8,4.75,0,0.13,9.432832,57153,6058.94391
584085057504925112,61499543,83.0,0,1.0,1,1,1,2,1,2,1.0,1.0,1320.4675313807531,5,60,0,6,5.0,0,0.31,8.371719,81143,9692.513569
31111605,230751210,100.0,0,3.0,1,1,9,3,2,2,0.5,1.0,1320.4675313807531,4,1125,0,14,5.0,1,0.25,9.233781,65933,7140.411929
34277330,117680319,100.0,0,2.0,1,1,5,1,1,5,1.0,3.0,1320.4675313807531,7,14,0,0,4.818525443935496,0,0.7332381191537447,8.7,105360,12110.344828
4363748,22650768,71.55430761099366,0,1.0,1,1,4,1,1,4,1.0,2.0,1320.4675313807531,5,1125,0,28,4.54,0,0.25,9.860777,81326,8247.423099
35218015,35943364,71.55430761099366,0,1.0,1,1,9,1,1,2,1.0,2.0,600.0,2,1125,0,2,5.0,0,0.04,9.233781,65933,7140.411929
36025333,35748275,71.55430761099366,0,1.0,1,1,6,2,1,4,1.0,2.0,1320.4675313807531,3,1125,0,4,5.0,0,0.07,19.370227,88306,4558.852098
50541698,26477555,75.0,0,1.0,1,1,1,2,1,2,1.0,1.0,1320.4675313807531,5,365,0,9,4.67,0,0.33,8.371719,81143,9692.513569
27869327,500785632,71.55430761099366,0,5.0,1,1,10,2,1,3,1.0,2.0,496.0,3,730,134,278,4.73,1,4.3,6.698505,40776,6087.328441
770968267202218858,210897775,56.0,0,1.0,1,1,9,1,1,2,1.0,1.0,978.0,2,30,309,7,4.43,0,0.67,9.233781,65933,7140.411929
13212209,20816670,100.0,0,1.0,1,1,3,1,1,4,1.0,2.0,1320.4675313807531,4,28,0,31,4.87,0,0.34,9.432832,57153,6058.94391
646687454297886552,126644303,71.55430761099366,0,1.0,1,1,3,2,1,6,1.0,2.0,3600.0,6,365,82,4,5.0,0,0.22,9.432832,57153,6058.94391
891701295813443662,179086129,28.0,0,1.0,1,1,2,1,1,4,1.0,2.0,1250.0,1,365,333,10,4.6,0,1.35,4.104694,79318,19323.730344
3020239,9570253,56.0,0,2.0,1,1,4,1,1,5,1.0,3.0,1190.0,5,20,130,25,4.96,0,0.22,9.860777,81326,8247.423099
8069229,42619936,100.0,1,1.0,1,1,2,2,1,2,1.0,1.0,1100.0,3,1125,45,38,4.68,0,0.38,4.104694,79318,19323.730344
8398889,1443494,47.0,1,2.0,1,1,3,1,1,2,1.0,1.0,1676.0,4,45,329,57,4.82,0,0.57,9.432832,57153,6058.94391
979080978348028937,415661290,58.0,0,1.0,1,0,2,3,2,2,1.0,1.0,700.0,1,1125,128,10,4.9,0,3.45,4.104694,79318,19323.730344
42887771,35571942,71.55430761099366,0,4.0,1,1,5,1,1,2,1.0,1.0,1320.4675313807531,3,14,0,0,4.818525443935496,0,0.7332381191537447,8.7,105360,12110.344828
603581375021923414,96906134,71.55430761099366,0,1.0,1,1,4,2,1,2,1.0,1.0,2199.0,3,11,83,2,5.0,0,0.1,9.860777,81326,8247.423099
43966580,59512900,86.0,0,1.0,1,1,1,1,1,2,1.0,1.0,1320.4675313807531,3,1125,0,8,4.75,0,0.27,8.371719,81143,9692.513569
939144738276524296,108056794,81.0,0,3.0,1,1,1,1,1,2,1.0,1.0,790.0,3,365,26,7,4.71,0,1.5,8.371719,81143,9692.513569
916585944833498939,56599873,61.0,0,1.0,1,1,3,1,1,2,1.0,1.0,831.0,1,365,34,5,4.6,0,0.83,9.432832,57153,6058.94391
3159778,16032992,83.0,0,5.0,1,1,5,1,1,4,1.0,3.0,1320.4675313807531,3,14,0,47,4.68,0,0.41,8.7,105360,12110.344828
